"ID","e1","e2","treatment","nAnimals","social_info","s","period","confidence","social_confidence","confidenceTreatment","uncertainty","confidence_treatments","confidence_self_category","confidence_self_factor","social_confidence_factor","norm1","under","under_factor","copy","stay"
58,71,59,0,57,58,0.923076923076923,5,7,7,3,"30%","High",3,"High","7",1.24561403508772,1,"overestimate",0,0
58,74,88,1,94,89,0.933333333333333,6,7,8,3,"100%","High",3,"High","8",0.787234042553192,-1,"underestimate",0,0
58,77,62,0,44,58,0.789473684210526,7,7,4,1,"30%","Low",3,"High","4",1.75,1,"overestimate",0,0
58,85,70,1,76,61,0.625,8,7,6,2,"100%","Medium",3,"High","6",1.11842105263158,1,"overestimate",0,0
58,75,88,1,98,90,0.866666666666667,9,6,3,1,"100%","Low",2,"Medium","3",0.76530612244898,-1,"underestimate",0,0
58,23,32,0,62,34,0.818181818181818,10,9,4,1,"30%","Low",3,"High","4",0.370967741935484,-1,"underestimate",0,0
58,55,65,1,93,67,0.833333333333333,11,8,3,1,"100%","Low",3,"High","3",0.591397849462366,-1,"underestimate",0,0
58,79,84,0,84,90,0.454545454545455,12,7,3,1,"30%","Low",3,"High","3",0.94047619047619,-1,"underestimate",0,0
58,79,64,0,58,63,0.9375,13,8,10,3,"30%","High",3,"High","10",1.36206896551724,1,"overestimate",0,0
58,73,81,0,79,86,0.615384615384615,14,7,2,1,"30%","Low",3,"High","2",0.924050632911392,-1,"underestimate",0,0
58,84,69,1,57,67,0.882352941176471,15,6,4,1,"100%","Low",2,"Medium","4",1.47368421052632,1,"overestimate",0,0
58,80,85,0,94,92,0.416666666666667,16,6,6,2,"30%","Medium",2,"Medium","6",0.851063829787234,-1,"underestimate",0,0
58,77,70,0,44,62,0.466666666666667,17,5,9,3,"30%","High",2,"Medium","9",1.75,1,"overestimate",0,0
58,78,68,0,76,62,0.625,18,7,7,3,"30%","High",3,"High","7",1.02631578947368,1,"overestimate",0,0
58,98,114,1,98,119,0.761904761904762,19,9,4,1,"100%","Low",3,"High","4",1,0,"correct",0,0
58,53,56,1,62,61,0.375,20,9,6,2,"100%","Medium",3,"High","6",0.854838709677419,-1,"underestimate",0,0
59,122,0,1,93,101,5.80952380952381,1,10,5,2,"100%","Medium",3,"High","5",1.31182795698925,1,"overestimate",0,0
59,78,82,0,84,94,0.25,2,9,5,2,"30%","Medium",3,"High","5",0.928571428571429,-1,"underestimate",0,0
59,86,88,1,58,71,-0.133333333333333,3,8,1,1,"100%","Low",3,"High","1",1.48275862068966,1,"overestimate",0,0
59,108,109,1,79,86,-0.0454545454545455,4,8,2,1,"100%","Low",3,"High","2",1.36708860759494,1,"overestimate",0,0
59,81,81,1,57,66,0,5,8,1,1,"100%","Low",3,"High","1",1.42105263157895,1,"overestimate",0,1
59,72,73,0,94,85,0.0769230769230769,6,8,7,3,"30%","High",3,"High","7",0.765957446808511,-1,"underestimate",0,0
59,48,49,1,44,40,-0.125,7,8,10,3,"100%","High",3,"High","10",1.09090909090909,1,"overestimate",0,0
59,73,74,1,76,88,0.0666666666666667,8,7,2,1,"100%","Low",3,"High","2",0.960526315789474,-1,"underestimate",0,0
59,80,81,1,98,95,0.0666666666666667,9,9,7,3,"100%","High",3,"High","7",0.816326530612245,-1,"underestimate",0,0
59,81,82,1,62,65,-0.0625,10,8,8,3,"100%","High",3,"High","8",1.30645161290323,1,"overestimate",0,0
59,33,34,0,93,42,0.111111111111111,11,8,3,1,"30%","Low",3,"High","3",0.354838709677419,-1,"underestimate",0,0
59,38,39,0,84,46,0.125,12,8,2,1,"30%","Low",3,"High","2",0.452380952380952,-1,"underestimate",0,0
59,29,30,0,58,40,0.0909090909090909,13,9,6,2,"30%","Medium",3,"High","6",0.5,-1,"underestimate",0,0
59,30,31,0,79,50,0.05,14,7,5,2,"30%","Medium",3,"High","5",0.379746835443038,-1,"underestimate",0,0
59,48,49,1,57,58,0.1,15,8,1,1,"100%","Low",3,"High","1",0.842105263157895,-1,"underestimate",0,0
59,65,66,1,94,75,0.1,16,7,7,3,"100%","High",3,"High","7",0.691489361702128,-1,"underestimate",0,0
59,19,20,0,44,19,Inf,17,9,10,3,"30%","High",3,"High","10",0.431818181818182,-1,"underestimate",0,0
59,50,51,0,76,64,0.0714285714285714,18,7,1,1,"30%","Low",3,"High","1",0.657894736842105,-1,"underestimate",0,0
59,58,59,0,98,71,0.0769230769230769,19,8,7,3,"30%","High",3,"High","7",0.591836734693878,-1,"underestimate",0,0
59,55,56,0,62,65,0.1,20,8,8,3,"30%","High",3,"High","8",0.887096774193548,-1,"underestimate",0,0
60,70,71,1,93,67,-0.333333333333333,1,6,3,1,"100%","Low",2,"Medium","3",0.752688172043011,-1,"underestimate",0,0
60,65,79,0,84,78,1.07692307692308,2,6,7,3,"30%","High",2,"Medium","7",0.773809523809524,-1,"underestimate",0,0
60,71,71,1,58,55,0,3,7,4,1,"100%","Low",3,"High","4",1.22413793103448,1,"overestimate",0,1
60,46,46,0,79,55,0,4,9,10,3,"30%","High",3,"High","10",0.582278481012658,-1,"underestimate",0,1
60,84,69,1,57,67,0.882352941176471,5,10,4,1,"100%","Low",3,"High","4",1.47368421052632,1,"overestimate",0,0
60,53,63,0,94,64,0.909090909090909,6,10,1,1,"30%","Low",3,"High","1",0.563829787234043,-1,"underestimate",0,0
60,65,53,0,44,53,1,7,9,6,2,"30%","Medium",3,"High","6",1.47727272727273,1,"overestimate",1,0
60,70,82,0,76,82,1,8,8,8,3,"30%","High",3,"High","8",0.921052631578947,-1,"underestimate",1,0
60,70,87,1,98,84,1.21428571428571,9,7,4,1,"100%","Low",3,"High","4",0.714285714285714,-1,"underestimate",0,0
60,62,72,1,62,73,0.909090909090909,10,7,8,3,"100%","High",3,"High","8",1,0,"correct",0,0
60,59,65,0,93,67,0.75,11,8,3,1,"30%","Low",3,"High","3",0.634408602150538,-1,"underestimate",0,0
60,74,90,1,84,89,1.06666666666667,12,9,1,1,"100%","Low",3,"High","1",0.880952380952381,-1,"underestimate",0,0
60,52,67,1,58,65,1.15384615384615,13,8,6,2,"100%","Medium",3,"High","6",0.896551724137931,-1,"underestimate",0,0
60,64,77,1,79,77,1,14,10,5,2,"100%","Medium",3,"High","5",0.810126582278481,-1,"underestimate",1,0
60,71,59,1,57,58,0.923076923076923,15,10,7,3,"100%","High",3,"High","7",1.24561403508772,1,"overestimate",0,0
60,73,91,1,94,90,1.05882352941176,16,9,6,2,"100%","Medium",3,"High","6",0.776595744680851,-1,"underestimate",0,0
60,68,56,0,44,55,0.923076923076923,17,7,8,3,"30%","High",3,"High","8",1.54545454545455,1,"overestimate",0,0
60,82,67,0,76,65,0.882352941176471,18,9,7,3,"30%","High",3,"High","7",1.07894736842105,1,"overestimate",0,0
60,83,100,0,98,100,1,19,9,9,3,"30%","High",3,"High","9",0.846938775510204,-1,"underestimate",1,0
60,78,61,0,62,61,1,20,9,4,1,"30%","Low",3,"High","4",1.25806451612903,1,"overestimate",1,0
61,65,67,1,93,78,0.153846153846154,1,6,6,2,"100%","Medium",2,"Medium","6",0.698924731182796,-1,"underestimate",0,0
61,31,32,0,84,41,0.1,2,6,6,2,"30%","Medium",2,"Medium","6",0.369047619047619,-1,"underestimate",0,0
61,25,25,0,58,24,0,3,7,9,3,"30%","High",3,"High","9",0.431034482758621,-1,"underestimate",0,1
61,38,38,0,79,54,0,4,7,1,1,"30%","Low",3,"High","1",0.481012658227848,-1,"underestimate",0,1
61,28,28,0,57,38,0,5,8,3,1,"30%","Low",3,"High","3",0.491228070175439,-1,"underestimate",0,1
61,65,66,1,94,75,0.1,6,5,7,3,"100%","High",2,"Medium","7",0.691489361702128,-1,"underestimate",0,0
61,19,19,0,44,32,0,7,8,6,2,"30%","Medium",3,"High","6",0.431818181818182,-1,"underestimate",0,1
61,62,62,1,76,76,0,8,4,8,3,"100%","High",1,"Low","8",0.815789473684211,-1,"underestimate",0,1
61,73,74,1,98,85,0.0833333333333333,9,5,7,3,"100%","High",2,"Medium","7",0.744897959183674,-1,"underestimate",0,0
61,52,53,1,62,63,0.0909090909090909,10,4,10,3,"100%","High",1,"Low","10",0.838709677419355,-1,"underestimate",0,0
61,65,65,1,93,77,0,11,4,7,3,"100%","High",1,"Low","7",0.698924731182796,-1,"underestimate",0,1
61,63,64,1,84,76,0.0769230769230769,12,3,4,1,"100%","Low",1,"Low","4",0.75,-1,"underestimate",0,0
61,21,21,0,58,30,0,13,7,1,1,"30%","Low",3,"High","1",0.362068965517241,-1,"underestimate",0,1
61,71,72,1,79,85,0.0714285714285714,14,4,9,3,"100%","High",1,"Low","9",0.89873417721519,-1,"underestimate",0,0
61,24,24,0,57,30,0,15,6,7,3,"30%","High",2,"Medium","7",0.421052631578947,-1,"underestimate",0,1
61,35,36,0,94,48,0.0769230769230769,16,5,4,1,"30%","Low",2,"Medium","4",0.372340425531915,-1,"underestimate",0,0
61,22,22,0,44,32,0,17,7,6,2,"30%","Medium",3,"High","6",0.5,-1,"underestimate",0,1
61,74,74,1,76,88,0,18,4,2,1,"100%","Low",1,"Low","2",0.973684210526316,-1,"underestimate",0,1
61,31,31,0,98,53,0,19,5,4,1,"30%","Low",2,"Medium","4",0.316326530612245,-1,"underestimate",0,1
61,45,45,1,62,55,0,20,4,3,1,"100%","Low",1,"Low","3",0.725806451612903,-1,"underestimate",0,1
62,50,53,1,93,60,0.3,1,7,4,1,"100%","Low",3,"High","4",0.537634408602151,-1,"underestimate",0,0
62,70,75,0,84,84,0.357142857142857,2,4,7,3,"30%","High",1,"Low","7",0.833333333333333,-1,"underestimate",0,0
62,65,65,1,58,52,0,3,6,4,1,"100%","Low",2,"Medium","4",1.12068965517241,1,"overestimate",0,1
62,70,75,0,79,84,0.357142857142857,4,3,9,3,"30%","High",1,"Low","9",0.886075949367089,-1,"underestimate",0,0
62,50,55,0,57,60,0.5,5,5,8,3,"30%","High",2,"Medium","8",0.87719298245614,-1,"underestimate",0,0
62,85,95,0,94,103,0.555555555555556,6,5,1,1,"30%","Low",2,"Medium","1",0.904255319148936,-1,"underestimate",0,0
62,35,38,1,44,42,0.428571428571429,7,6,4,1,"100%","Low",2,"Medium","4",0.795454545454545,-1,"underestimate",0,0
62,75,80,1,76,88,0.384615384615385,8,5,2,1,"100%","Low",2,"Medium","2",0.986842105263158,-1,"underestimate",0,0
62,100,100,1,98,85,0,9,8,7,3,"100%","High",3,"High","7",1.02040816326531,1,"overestimate",0,1
62,65,65,1,62,53,0,10,7,7,3,"100%","High",3,"High","7",1.04838709677419,1,"overestimate",0,1
62,90,95,0,93,101,0.454545454545455,11,6,9,3,"30%","High",2,"Medium","9",0.967741935483871,-1,"underestimate",0,0
62,45,50,0,84,52,0.714285714285714,12,2,6,2,"30%","Medium",1,"Low","6",0.535714285714286,-1,"underestimate",0,0
62,60,60,1,58,47,0,13,8,5,2,"100%","Medium",3,"High","5",1.03448275862069,1,"overestimate",0,1
62,100,95,0,79,80,0.25,14,6,5,2,"30%","Medium",2,"Medium","5",1.26582278481013,1,"overestimate",0,0
62,50,55,0,57,60,0.5,15,3,8,3,"30%","High",1,"Low","8",0.87719298245614,-1,"underestimate",0,0
62,85,94,0,94,103,0.5,16,3,1,1,"30%","Low",1,"Low","1",0.904255319148936,-1,"underestimate",0,0
62,35,38,1,44,42,0.428571428571429,17,9,4,1,"100%","Low",3,"High","4",0.795454545454545,-1,"underestimate",0,0
62,65,70,1,76,78,0.384615384615385,18,7,7,3,"100%","High",3,"High","7",0.855263157894737,-1,"underestimate",0,0
62,115,100,0,98,90,0.6,19,2,3,1,"30%","Low",1,"Low","3",1.1734693877551,1,"overestimate",0,0
62,65,65,1,62,50,0,20,6,6,2,"100%","Medium",2,"Medium","6",1.04838709677419,1,"overestimate",0,1
63,80,93,1,93,110,0.433333333333333,1,7,4,1,"100%","Low",3,"High","4",0.860215053763441,-1,"underestimate",0,0
63,110,98,0,84,89,0.571428571428571,2,6,1,1,"30%","Low",2,"Medium","1",1.30952380952381,1,"overestimate",0,0
63,70,66,1,58,58,0.333333333333333,3,8,7,3,"100%","High",3,"High","7",1.20689655172414,1,"overestimate",0,0
63,90,81,1,79,73,0.529411764705882,4,8,5,2,"100%","Medium",3,"High","5",1.13924050632911,1,"overestimate",0,0
63,73,68,1,57,58,0.333333333333333,5,9,7,3,"100%","High",3,"High","7",1.28070175438596,1,"overestimate",0,0
63,88,94,0,94,103,0.4,6,7,1,1,"30%","Low",3,"High","1",0.936170212765957,-1,"underestimate",0,0
63,50,48,1,44,40,0.2,7,9,10,3,"100%","High",3,"High","10",1.13636363636364,1,"overestimate",0,0
63,71,79,0,76,85,0.571428571428571,8,8,2,1,"30%","Low",3,"High","2",0.934210526315789,-1,"underestimate",0,0
63,95,104,0,98,111,0.5625,9,8,8,3,"30%","High",3,"High","8",0.969387755102041,-1,"underestimate",0,0
63,87,81,0,62,70,0.352941176470588,10,6,7,3,"30%","High",2,"Medium","7",1.40322580645161,1,"overestimate",0,0
63,91,96,1,93,101,0.5,11,6,5,2,"100%","Medium",2,"Medium","5",0.978494623655914,-1,"underestimate",0,0
63,99,89,0,84,78,0.476190476190476,12,8,2,1,"30%","Low",3,"High","2",1.17857142857143,1,"overestimate",0,0
63,79,72,0,58,63,0.4375,13,9,10,3,"30%","High",3,"High","10",1.36206896551724,1,"overestimate",0,0
63,92,84,0,79,73,0.421052631578947,14,7,4,1,"30%","Low",3,"High","4",1.16455696202532,1,"overestimate",0,0
63,56,62,1,57,68,0.5,15,8,9,3,"100%","High",3,"High","9",0.982456140350877,-1,"underestimate",0,0
63,58,65,1,94,70,0.583333333333333,16,7,4,1,"100%","Low",3,"High","4",0.617021276595745,-1,"underestimate",0,0
63,35,39,1,44,42,0.571428571428571,17,9,4,1,"100%","Low",3,"High","4",0.795454545454545,-1,"underestimate",0,0
63,69,76,0,76,82,0.538461538461538,18,7,8,3,"30%","High",3,"High","8",0.907894736842105,-1,"underestimate",0,0
63,107,99,0,98,93,0.571428571428571,19,9,5,2,"30%","Medium",3,"High","5",1.09183673469388,1,"overestimate",0,0
63,48,55,1,62,61,0.538461538461538,20,9,6,2,"100%","Medium",3,"High","6",0.774193548387097,-1,"underestimate",0,0
64,69,75,1,93,82,0.461538461538462,1,8,9,3,"100%","High",3,"High","9",0.741935483870968,-1,"underestimate",0,0
64,69,75,0,84,86,0.352941176470588,2,3,5,2,"30%","Medium",1,"Low","5",0.821428571428571,-1,"underestimate",0,0
64,65,58,0,58,52,0.538461538461538,3,3,8,3,"30%","High",1,"Low","8",1.12068965517241,1,"overestimate",0,0
64,59,66,0,79,74,0.466666666666667,4,3,7,3,"30%","High",1,"Low","7",0.746835443037975,-1,"underestimate",0,0
64,65,57,1,57,50,0.533333333333333,5,8,9,3,"100%","High",3,"High","9",1.14035087719298,1,"overestimate",0,0
64,64,71,1,94,78,0.5,6,6,1,1,"100%","Low",2,"Medium","1",0.680851063829787,-1,"underestimate",0,0
64,53,49,1,44,43,0.4,7,8,9,3,"100%","High",3,"High","9",1.20454545454545,1,"overestimate",0,0
64,66,73,0,76,79,0.538461538461538,8,3,7,3,"30%","High",1,"Low","7",0.868421052631579,-1,"underestimate",0,0
64,80,88,1,98,95,0.533333333333333,9,8,7,3,"100%","High",3,"High","7",0.816326530612245,-1,"underestimate",0,0
64,40,44,0,62,48,0.5,10,7,1,1,"30%","Low",3,"High","1",0.645161290322581,-1,"underestimate",0,0
64,74,93,0,93,110,0.527777777777778,11,6,4,1,"30%","Low",2,"Medium","4",0.795698924731183,-1,"underestimate",0,0
64,83,86,1,84,90,0.428571428571429,12,7,3,1,"100%","Low",3,"High","3",0.988095238095238,-1,"underestimate",0,0
64,63,57,1,58,52,0.545454545454545,13,7,8,3,"100%","High",3,"High","8",1.08620689655172,1,"overestimate",0,0
64,57,61,0,79,65,0.5,14,7,6,2,"30%","Medium",3,"High","6",0.721518987341772,-1,"underestimate",0,0
64,50,55,1,57,60,0.5,15,9,5,2,"100%","Medium",3,"High","5",0.87719298245614,-1,"underestimate",0,0
64,50,56,0,94,61,0.545454545454545,16,3,3,1,"30%","Low",1,"Low","3",0.531914893617021,-1,"underestimate",0,0
64,25,29,0,44,32,0.571428571428571,17,6,6,2,"30%","Medium",2,"Medium","6",0.568181818181818,-1,"underestimate",0,0
64,53,58,1,76,64,0.454545454545455,18,9,1,1,"100%","Low",3,"High","1",0.697368421052632,-1,"underestimate",0,0
64,67,74,0,98,80,0.538461538461538,19,7,3,1,"30%","Low",3,"High","3",0.683673469387755,-1,"underestimate",0,0
64,59,65,1,62,70,0.545454545454545,20,9,3,1,"100%","Low",3,"High","3",0.951612903225806,-1,"underestimate",0,0
65,142,142,1,93,124,0,1,10,8,3,"100%","High",3,"High","8",1.52688172043011,1,"overestimate",0,1
65,150,150,0,84,90,0,2,10,3,1,"30%","Low",3,"High","3",1.78571428571429,1,"overestimate",0,1
65,135,135,0,58,103,0,3,10,2,1,"30%","Low",3,"High","2",2.32758620689655,1,"overestimate",0,1
65,147,147,1,79,112,0,4,10,2,1,"100%","Low",3,"High","2",1.86075949367089,1,"overestimate",0,1
65,122,122,1,57,87,0,5,10,10,3,"100%","High",3,"High","10",2.14035087719298,1,"overestimate",0,1
65,118,118,1,94,92,0,6,10,6,2,"100%","Medium",3,"High","6",1.25531914893617,1,"overestimate",0,1
65,121,121,1,44,75,0,7,10,9,3,"100%","High",3,"High","9",2.75,1,"overestimate",0,1
65,126,126,1,76,88,0,8,10,2,1,"100%","Low",3,"High","2",1.65789473684211,1,"overestimate",0,1
65,143,143,1,98,116,0,9,10,4,1,"100%","Low",3,"High","4",1.45918367346939,1,"overestimate",0,1
65,145,145,1,62,84,0,10,10,3,1,"100%","Low",3,"High","3",2.33870967741935,1,"overestimate",0,1
65,146,146,0,93,111,0,11,10,3,1,"30%","Low",3,"High","3",1.56989247311828,1,"overestimate",0,1
65,147,147,1,84,124,0,12,10,8,3,"100%","High",3,"High","8",1.75,1,"overestimate",0,1
65,150,150,1,58,100,0,13,10,9,3,"100%","High",3,"High","9",2.58620689655172,1,"overestimate",0,1
65,144,144,0,79,112,0,14,10,2,1,"30%","Low",3,"High","2",1.82278481012658,1,"overestimate",0,1
65,143,143,0,57,87,0,15,10,10,3,"30%","High",3,"High","10",2.50877192982456,1,"overestimate",0,1
65,139,139,0,94,103,0,16,10,7,3,"30%","High",3,"High","7",1.47872340425532,1,"overestimate",0,1
65,145,145,0,44,82,0,17,10,6,2,"30%","Medium",3,"High","6",3.29545454545455,1,"overestimate",0,1
65,147,147,0,76,97,0,18,10,6,2,"30%","Medium",3,"High","6",1.93421052631579,1,"overestimate",0,1
65,135,135,0,98,100,0,19,10,6,2,"30%","Medium",3,"High","6",1.37755102040816,1,"overestimate",0,1
65,138,138,0,62,97,0,20,10,9,3,"30%","High",3,"High","9",2.2258064516129,1,"overestimate",0,1
66,60,65,1,93,67,0.714285714285714,1,6,3,1,"100%","Low",2,"Medium","3",0.645161290322581,-1,"underestimate",0,0
66,90,82,0,84,70,0.4,2,4,9,3,"30%","High",1,"Low","9",1.07142857142857,1,"overestimate",0,0
66,67,55,0,58,55,1,3,3,4,1,"30%","Low",1,"Low","4",1.1551724137931,1,"overestimate",1,0
66,89,81,0,79,71,0.444444444444444,4,5,3,1,"30%","Low",2,"Medium","3",1.12658227848101,1,"overestimate",0,0
66,43,49,1,57,53,0.6,5,7,6,2,"100%","Medium",3,"High","6",0.754385964912281,-1,"underestimate",0,0
66,78,86,0,94,95,0.470588235294118,6,5,7,3,"30%","High",2,"Medium","7",0.829787234042553,-1,"underestimate",0,0
66,54,47,1,44,43,0.636363636363636,7,8,9,3,"100%","High",3,"High","9",1.22727272727273,1,"overestimate",0,0
66,69,75,1,76,82,0.461538461538462,8,7,3,1,"100%","Low",3,"High","3",0.907894736842105,-1,"underestimate",0,0
66,65,74,1,98,78,0.692307692307692,9,4,1,1,"100%","Low",1,"Low","1",0.663265306122449,-1,"underestimate",0,0
66,56,56,1,62,61,0,10,3,6,2,"100%","Medium",1,"Low","6",0.903225806451613,-1,"underestimate",0,1
66,50,50,0,93,56,0,11,7,7,3,"30%","High",3,"High","7",0.537634408602151,-1,"underestimate",0,1
66,76,84,1,84,90,0.571428571428571,12,4,6,2,"100%","Medium",1,"Low","6",0.904761904761905,-1,"underestimate",0,0
66,42,46,0,58,52,0.4,13,3,8,3,"30%","High",1,"Low","8",0.724137931034483,-1,"underestimate",0,0
66,57,60,0,79,67,0.3,14,5,9,3,"30%","High",2,"Medium","9",0.721518987341772,-1,"underestimate",0,0
66,48,52,1,57,58,0.4,15,7,1,1,"100%","Low",3,"High","1",0.842105263157895,-1,"underestimate",0,0
66,86,96,0,94,103,0.588235294117647,16,4,1,1,"30%","Low",1,"Low","1",0.914893617021277,-1,"underestimate",0,0
66,38,38,1,44,46,0,17,8,8,3,"100%","High",3,"High","8",0.863636363636364,-1,"underestimate",0,1
66,82,78,0,76,65,0.235294117647059,18,3,7,3,"30%","High",1,"Low","7",1.07894736842105,1,"overestimate",0,0
66,93,112,1,98,122,0.655172413793103,19,7,6,2,"100%","Medium",3,"High","6",0.948979591836735,-1,"underestimate",0,0
66,49,53,0,62,58,0.444444444444444,20,4,3,1,"30%","Low",1,"Low","3",0.790322580645161,-1,"underestimate",0,0
67,115,115,1,93,110,0,1,3,4,1,"100%","Low",1,"Low","4",1.23655913978495,1,"overestimate",0,1
67,120,108,0,84,90,0.4,2,2,3,1,"30%","Low",1,"Low","3",1.42857142857143,1,"overestimate",0,0
67,72,68,1,58,55,0.235294117647059,3,5,4,1,"100%","Low",2,"Medium","4",1.24137931034483,1,"overestimate",0,0
67,70,75,0,79,84,0.357142857142857,4,2,9,3,"30%","High",1,"Low","9",0.886075949367089,-1,"underestimate",0,0
67,68,60,0,57,54,0.571428571428571,5,3,3,1,"30%","Low",1,"Low","3",1.19298245614035,1,"overestimate",0,0
67,102,100,1,94,82,0.1,6,5,6,2,"100%","Medium",2,"Medium","6",1.08510638297872,1,"overestimate",0,0
67,53,48,0,44,43,0.5,7,2,9,3,"30%","High",1,"Low","9",1.20454545454545,1,"overestimate",0,0
67,68,71,0,76,82,0.214285714285714,8,1,8,3,"30%","High",1,"Low","8",0.894736842105263,-1,"underestimate",0,0
67,105,105,1,98,84,0,9,4,4,1,"100%","Low",1,"Low","4",1.07142857142857,1,"overestimate",0,1
67,80,78,1,62,61,0.105263157894737,10,6,6,2,"100%","Medium",2,"Medium","6",1.29032258064516,1,"overestimate",0,0
67,78,83,0,93,94,0.3125,11,2,6,2,"30%","Medium",1,"Low","6",0.838709677419355,-1,"underestimate",0,0
67,98,98,0,84,78,0,12,2,2,1,"30%","Low",1,"Low","2",1.16666666666667,1,"overestimate",0,1
67,71,68,1,58,58,0.230769230769231,13,4,7,3,"100%","High",1,"Low","7",1.22413793103448,1,"overestimate",0,0
67,74,75,1,79,90,0.0625,14,4,9,3,"100%","High",1,"Low","9",0.936708860759494,-1,"underestimate",0,0
67,45,46,1,57,55,0.1,15,5,7,3,"100%","High",2,"Medium","7",0.789473684210526,-1,"underestimate",0,0
67,72,74,1,94,85,0.153846153846154,16,4,7,3,"100%","High",1,"Low","7",0.765957446808511,-1,"underestimate",0,0
67,39,40,0,44,46,0.142857142857143,17,1,3,1,"30%","Low",1,"Low","3",0.886363636363636,-1,"underestimate",0,0
67,82,75,0,76,61,0.333333333333333,18,2,6,2,"30%","Medium",1,"Low","6",1.07894736842105,1,"overestimate",0,0
67,99,98,1,98,80,0.0526315789473684,19,4,3,1,"100%","Low",1,"Low","3",1.01020408163265,1,"overestimate",0,0
67,52,56,0,62,63,0.363636363636364,20,2,10,3,"30%","High",1,"Low","10",0.838709677419355,-1,"underestimate",0,0
68,76,93,1,93,110,0.5,1,2,4,1,"100%","Low",1,"Low","4",0.817204301075269,-1,"underestimate",0,0
68,93,82,0,84,75,0.611111111111111,2,2,2,1,"30%","Low",1,"Low","2",1.10714285714286,1,"overestimate",0,0
68,76,65,1,58,63,0.846153846153846,3,3,2,1,"100%","Low",1,"Low","2",1.31034482758621,1,"overestimate",0,0
68,105,87,0,79,84,0.857142857142857,4,3,9,3,"30%","High",1,"Low","9",1.32911392405063,1,"overestimate",0,0
68,64,57,1,57,51,0.538461538461538,5,3,1,1,"100%","Low",1,"Low","1",1.12280701754386,1,"overestimate",0,0
68,101,91,1,94,82,0.526315789473684,6,1,7,3,"100%","High",1,"Low","7",1.07446808510638,1,"overestimate",0,0
68,38,41,1,44,46,0.375,7,4,8,3,"100%","High",1,"Low","8",0.863636363636364,-1,"underestimate",0,0
68,101,90,0,76,81,0.55,8,4,6,2,"30%","Medium",1,"Low","6",1.32894736842105,1,"overestimate",0,0
68,112,105,1,98,93,0.368421052631579,9,2,5,2,"100%","Medium",1,"Low","5",1.14285714285714,1,"overestimate",0,0
68,50,58,0,62,60,0.8,10,3,9,3,"30%","High",1,"Low","9",0.806451612903226,-1,"underestimate",0,0
68,89,97,1,93,101,0.666666666666667,11,5,9,3,"100%","High",2,"Medium","9",0.956989247311828,-1,"underestimate",0,0
68,42,48,1,84,50,0.75,12,4,10,3,"100%","High",1,"Low","10",0.5,-1,"underestimate",0,0
68,44,48,1,58,53,0.444444444444444,13,2,6,2,"100%","Medium",1,"Low","6",0.758620689655172,-1,"underestimate",0,0
68,100,90,0,79,79,0.476190476190476,14,2,4,1,"30%","Low",1,"Low","4",1.26582278481013,1,"overestimate",0,0
68,48,53,0,57,58,0.5,15,4,1,1,"30%","Low",1,"Low","1",0.842105263157895,-1,"underestimate",0,0
68,89,94,1,94,107,0.277777777777778,16,1,6,2,"100%","Medium",1,"Low","6",0.946808510638298,-1,"underestimate",0,0
68,49,43,0,44,40,0.666666666666667,17,3,10,3,"30%","High",1,"Low","10",1.11363636363636,1,"overestimate",0,0
68,73,79,0,76,88,0.4,18,2,2,1,"30%","Low",1,"Low","2",0.960526315789474,-1,"underestimate",0,0
68,104,96,0,98,85,0.421052631578947,19,1,7,3,"30%","High",1,"Low","7",1.06122448979592,1,"overestimate",0,0
68,61,66,0,62,73,0.416666666666667,20,5,1,1,"30%","Low",2,"Medium","1",0.983870967741935,-1,"underestimate",0,0
69,42,46,1,93,49,0.571428571428571,1,4,7,3,"100%","High",1,"Low","7",0.451612903225806,-1,"underestimate",0,0
69,50,56,0,84,60,0.6,2,1,8,3,"30%","High",1,"Low","8",0.595238095238095,-1,"underestimate",0,0
69,55,64,1,58,66,0.818181818181818,3,2,3,1,"100%","Low",1,"Low","3",0.948275862068966,-1,"underestimate",0,0
69,57,65,0,79,67,0.8,4,2,9,3,"30%","High",1,"Low","9",0.721518987341772,-1,"underestimate",0,0
69,22,30,0,57,38,0.5,5,3,3,1,"30%","Low",1,"Low","3",0.385964912280702,-1,"underestimate",0,0
69,58,65,1,94,68,0.7,6,6,9,3,"100%","High",2,"Medium","9",0.617021276595745,-1,"underestimate",0,0
69,52,45,1,44,42,0.7,7,3,4,1,"100%","Low",1,"Low","4",1.18181818181818,1,"overestimate",0,0
69,48,57,0,76,59,0.818181818181818,8,3,6,2,"30%","Medium",1,"Low","6",0.631578947368421,-1,"underestimate",0,0
69,56,66,0,98,68,0.833333333333333,9,5,8,3,"30%","High",2,"Medium","8",0.571428571428571,-1,"underestimate",0,0
69,29,34,1,62,35,0.833333333333333,10,2,1,1,"100%","Low",1,"Low","1",0.467741935483871,-1,"underestimate",0,0
69,45,55,1,93,57,0.833333333333333,11,4,2,1,"100%","Low",1,"Low","2",0.483870967741935,-1,"underestimate",0,0
69,46,51,0,84,53,0.714285714285714,12,4,4,1,"30%","Low",1,"Low","4",0.547619047619048,-1,"underestimate",0,0
69,27,32,0,58,37,0.5,13,3,10,3,"30%","High",1,"Low","10",0.46551724137931,-1,"underestimate",0,0
