playerNr,groupNr,subjectNr,groupNrStart,currentGroupSize,period,onPage,connected,tStart,lastActionTime,ipaddress,ipaddress_part,location,waitMore,lobbyReady,enterLobby,role,wait_248374ready,wait_248375ready,wait_248376ready,wait_248377ready,wait_248378ready,wait_248379ready,wait_248380ready,wait_248381ready,wait_248382ready,wait_248383ready,wait_248384ready,wait_248385ready,wait_248386ready,wait_248388ready,wait_248389ready,wait_248390ready,wait_248391ready,wait_248392ready,wait_248393ready,wait_248394ready,wait_248395ready,wait_248396ready,wait_248397ready,wait_248398ready,wait_248399ready,wait_248400ready,wait_248401ready,wait_248402ready,wait_248403ready,wait_248404ready,wait_248405ready,wait_248406ready,wait_248520ready,wait_lastInPeriod,periodReady,leftExperiment,experimentTerminated,groupAborted
137,0,0,0,0,20,Collect payment,0,1604087947,1604087965,9795ddd0062510b4c0c90aed72ff965d,67.173.101,40.1047#-88.2062,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
138,0,0,0,0,20,Collect payment,0,1604087487,1604087494,3da3ece3c9e6cab01eedae47c940a208,107.4.76.5,43.1819#-83.7238,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
139,0,0,0,0,20,Collect payment,0,1604088198,1604088220,4339a7dae634f0aae278faf685051d44,98.237.48.,39.9517#-76.7064,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
140,0,0,0,0,20,Collect payment,0,1604087758,1604087773,09cd459e377f81679eac57b1800e0794,206.74.105,34.3304#-82.3367,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
141,0,0,0,0,20,Collect payment,0,1604087966,1604087996,a543518b5529a96145b11de64a9fbeef,71.232.87.,42.6496#-71.9267,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
142,0,0,0,0,20,Collect payment,0,1604087822,1604087837,9a2b523db60e16106361bfc572209440,76.236.12.,43.1152#-85.5136,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
143,0,0,0,0,20,Collect payment,0,1604088855,1604088952,73534ae88e307798575a593f988109e8,198.228.14,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
144,0,0,0,0,20,Collect payment,0,1604087870,1604087883,19e616326ff467dd4fb32438d47350c8,99.18.20.2,42.2385#-83.1783,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
145,0,0,0,0,20,Collect payment,0,1604088369,1604088388,7fe0d383abd26e2c86b755b546e32bc8,47.208.10.,40.9465#-124.0834,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
146,0,0,0,0,20,Collect payment,0,1604088337,1604088358,be406261c90565bbcd6fc1c720a903c0,104.53.166,38.6285#-90.3294,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
147,0,0,0,0,20,Collect payment,0,1604088167,1604088176,e85d1722bbed3b28051c40f0ba65a959,68.192.105,40.6704#-73.6981,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
148,0,0,0,0,20,Collect payment,0,1604088882,1604088903,790d28d1e62f0dd1c927d49af9e2aa0b,207.153.13,44.9402#-93.2188,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
149,0,0,0,0,20,Collect payment,0,1604088388,1604088818,6c17cce2ea9029e44537503b83233df0,184.155.15,34.7729#-112.4736,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
150,0,0,0,0,20,Collect payment,0,1604090610,1604090678,af0d54ebc71576386ea28825ffebaefa,24.210.45.,40.0035#-82.6726,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
151,0,0,0,0,20,Collect payment,0,1604090389,1604104541,af34c4c9941c5456b45ef4eb1509e8d0,71.226.224,40.3699#-74.6381,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
152,0,0,0,0,20,Collect payment,0,1604089373,1604089461,806f3bf33549e27de69fe1191147d1f5,66.169.112,32.6256#-97.3632,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
153,0,0,0,0,20,Collect payment,0,1604088711,1604088732,9c511c189374dfd5c6fdc65ad70ba356,72.191.238,32.9522#-96.6654,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
154,0,0,0,0,20,Collect payment,0,1604088847,1604088889,eb1df100a1283c8adcdb78e1b16fa23c,76.168.39.,34.1452#-118.4581,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
155,0,0,0,0,20,Collect payment,0,1604089611,1604089638,9bcc10342874594f8e283b6235ec5449,209.159.15,40.7182#-74.0476,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
156,0,0,0,0,20,Collect payment,0,1604089551,1604089567,0ff14d59f3cddd9561b354cb76f7c312,73.25.149.,45.6911#-122.585,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
157,0,0,0,0,20,Collect payment,0,1604089166,1604089181,28b62eab7e41202bc0be0ebab1bf08ea,128.118.15,40.9417#-77.785,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
158,0,0,0,0,20,Collect payment,0,1604089109,1604089137,c0928ea2a840678b008ee6486c2c7e78,70.176.4.1,33.5291#-112.2482,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
159,0,0,0,0,1,Welcome,0,1604088677,1604088732,7af828048713350da73cbe52f3481c43,205.169.39,39.9648#-83.126,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
160,0,0,0,0,1,Welcome,0,1604088862,1604088927,62f239902f1fb489621831a6256c19b2,98.22.165.,36.0432#-95.8072,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
161,0,0,0,0,20,Collect payment,0,1604092375,1604092486,d8e690daf3182870843cb87a9c9c13c4,107.161.22,39.4556#-82.2309,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
162,0,0,0,0,20,Collect payment,0,1604089699,1604089715,d6a394fcc0285a964765fce123c7071a,75.75.68.8,38.4025#-78.6321,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
163,0,0,0,0,1,practice,0,1604089026,1604089030,90fd69b2b2dedb34f14ff70040bf2cd3,147.135.11,38.719#-77.7416,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
164,0,0,0,0,1,Welcome,0,1604089118,1604090035,c5b6ab43f4eb287cab7e546f814fc60a,198.90.100,32.7638#-117.07,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
165,0,0,0,0,20,Collect payment,0,1604090771,1604090801,a4c3e415e6211de9117bbbf7b3988505,216.246.15,43.1419#-71.2506,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
166,0,0,0,0,20,Collect payment,0,1604090093,1604090106,951e4859ff37899bfcf6a7abc497437f,98.230.60.,30.5218#-84.2626,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
167,0,0,0,0,20,Collect payment,0,1604090091,1604093797,35b2fad8df071a81a4f110b6acab2ee5,35.141.42.,29.1383#-80.9956,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
168,0,0,0,0,20,Collect payment,0,1604090261,1604090274,ad483facc3d1314eccad659515bd4b9e,68.62.56.1,42.7367#-84.4758,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
169,0,0,0,0,1,e1,0,1604090362,1604090373,00c8d52d6a8eea5b9a9419df2a31bf36,198.90.100,32.7638#-117.07,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
170,0,0,0,0,1,Welcome,NA,1604090065,0,d9ca8d349f4af78a009958153e3c2326,66.176.72.,26.0162#-80.1955,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
171,0,0,0,0,0,NA,NA,0,0,5b662e92bf61f8172df3f1a7088d9bea,107.72.164,29.655#-82.3226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,0,0,0,0,20,Collect payment,0,1604091456,1604091501,ca8db42a376b117b68609f90b49cec0b,107.242.11,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
173,0,0,0,0,20,Collect payment,0,1604091205,1604091285,c7cfe1f85a89db6d3133174b11ef6621,97.103.230,28.3056#-81.4197,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
174,0,0,0,0,20,Collect payment,0,1604091593,1604091608,d320ca6c57f9bd67bb9b94ebe5cccde0,67.184.7.8,41.7888#-88.0916,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
175,0,0,0,0,20,Collect payment,0,1604092791,1604092801,fd165703fae04de49cdc569b3210c25d,66.190.48.,42.5767#-88.5431,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
176,0,0,0,0,20,Collect payment,0,1604091650,1604091675,7ca1b7bddc0d2e93e64b2db5a28c136f,73.133.52.,39.109#-77.2489,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
177,0,0,0,0,20,Collect payment,0,1604091798,1604091820,109e1781235829b1a5bee2755675add1,72.134.252,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
178,0,0,0,0,1,Instructions 2,0,1604091584,1604091590,4344b1d26c60cff648425d9380e06bad,67.191.145,34.2319#-84.1627,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
179,0,0,0,0,20,Collect payment,0,1604092683,1604092747,3e229b3f44bd2885e8b4a4795dd48e91,75.137.125,34.5258#-82.7049,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
180,0,0,0,0,1,Welcome,0,1604091660,1604091666,062885705a25cb5e2da2faa60c0126f6,173.242.25,35.9299#-85.8046,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
181,0,0,0,0,1,Instructions 3,0,1604091694,1604091704,22c30b479baa809ba60381312fc60401,50.25.30.1,38.9755#-80.2407,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
182,0,0,0,0,0,NA,NA,0,0,9fada9abc4316888b51536df27e504f3,107.72.176,37.751#-97.822,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,0,0,0,0,20,Collect payment,0,1604093173,1604093893,a0506c5b65ed89fe5122def7e1a5d2b8,172.220.22,35.4666#-79.1758,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
184,0,0,0,0,20,Collect payment,0,1604093162,1604093201,c58679f64585ce77127aeda90f9e1f28,173.28.202,41.6344#-91.5054,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
185,0,0,0,0,20,Collect payment,0,1604092954,1604092960,d2d0e6f58f19966744c7d8cadb230024,24.56.247.,47.5834#-122.2979,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
186,0,0,0,0,20,Collect payment,0,1604093411,1604093429,9b41b91270659708d91608dd1685941a,70.121.186,29.5826#-98.4091,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
187,0,0,0,0,1,Instructions 10,0,1604092791,1604092803,04a899eaa3e11facef95b93a48676dcb,24.10.33.2,39.8068#-121.867,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
188,0,0,0,0,20,Collect payment,0,1604093408,1604093429,527569c803165324cba979587063b957,47.234.184,39.6124#-104.8804,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
189,0,0,0,0,20,Collect payment,0,1604094658,1604094711,6d43a56b8dc707dbcc2274b5e22e331e,68.102.100,37.7667#-97.2805,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
190,0,0,0,0,20,Collect payment,0,1604093563,1604095603,638fea87c32f2858f046882f36475603,174.125.15,30.695#-92.2697,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
191,0,0,0,0,20,Collect payment,0,1604093614,1604093624,ad28e77e78a5def21ea5f54223b0ca8a,66.215.22.,34.0915#-118.1307,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
192,0,0,0,0,20,Collect payment,0,1604094143,1604094174,d970a58a5c486ef4592858caa0473511,68.59.196.,35.0227#-85.2318,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
193,0,0,0,0,20,Collect payment,0,1604094117,1604094132,929a4b613211a015af22b71d43fad863,51.81.232.,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
194,0,0,0,0,20,Collect payment,0,1604095640,1604095680,cd15bf6336c48443fbb81deb57d02830,205.244.36,41.6515#-75.4666,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
195,0,0,0,0,20,Collect payment,0,1604094841,1604094859,6763a7203a4989ecb8b1c571fabe7256,173.62.161,39.854#-75.7044,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
196,0,0,0,0,20,Collect payment,0,1604097638,1604097684,560bc5c68bd2eb28851f12aa771d319a,108.214.72,36.1915#-84.0544,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
197,0,0,0,0,20,Collect payment,0,1604096673,1604096690,fbea0baa45088bf658a325c1de62967a,97.112.239,31.3322#-85.6022,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
198,0,0,0,0,20,Collect payment,0,1604095348,1604095476,7281a5ff0dfe1e694e3c4a7859f81e13,184.83.121,37.751#-97.822,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
199,0,0,0,0,0,NA,NA,0,0,30ca402844eac725a9177f5f29bf6e16,71.236.236,45.4111#-122.6871,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,0,0,0,0,20,Collect payment,0,1604096019,1604096035,b1f51a9fb288a3440756f2887c806b63,24.91.180.,42.0681#-72.6256,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
201,0,0,0,0,20,Collect payment,0,1604096490,1604097512,fa41977fbdb4e75ae9780f5e94b18caf,71.195.36.,44.9926#-92.9537,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
202,0,0,0,0,20,Collect payment,0,1604097855,1604097873,d17792b46815730c7da66aedcb312f02,196.17.66.,34.0544#-118.244,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
203,0,0,0,0,20,Collect payment,0,1604097779,1604097797,aec63c68a52126376540aa4158768d9a,71.50.53.1,39.7818#-77.747,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
204,0,0,0,0,20,Collect payment,0,1604098099,1604098127,57c82bd2c40e0d1437bf6c9acccf7f91,24.89.26.5,39.6343#-77.7337,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
205,0,0,0,0,20,Collect payment,0,1604098718,1604100055,c0b08f5ebc887db4104c8e699a63e891,73.135.76.,38.9034#-76.9882,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
206,0,0,0,0,1,Welcome,NA,1604098471,0,c75697d440838cc4c80259beba19c49f,142.196.24,28.6529#-81.2106,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
207,0,0,0,0,20,Collect payment,0,1604100385,1604100413,dbe9644e3e60ab905679906d7a11fa01,23.252.188,37.978#-83.4675,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
